# accel_live capture
# started_utc: 2026-09-07T14:03:54.026026+00:00
# source: /dev/cu.usbmodem101
# odr_hz_nominal: 1660
# accel_range_g: 16
# full ODR, undecimated - captured via the board's on-device
# RAM buffer and dumped after stop, not streamed live.
# t_s is relative to the first sample of this recording;
# t_us is the board's raw micros() reading for that sample.
# host_iso is host arrival time, for cross-reference only.
t_s,t_us,x_g,y_g,z_g,host_iso
0.248617,2661921639,-0.0215,-0.0439,1.0116,2026-09-07T14:03:59.534316+00:00
0.249639,2661922661,-0.0215,-0.0376,1.0106,2026-09-07T14:03:59.536565+00:00
0.250661,2661923683,-0.0239,-0.0459,1.0102,2026-09-07T14:03:59.539905+00:00
0.251702,2661924724,-0.0224,-0.0454,1.0106,2026-09-07T14:03:59.543319+00:00
0.252742,2661925764,-0.0205,-0.0439,1.0072,2026-09-07T14:03:59.543864+00:00
0.253765,2661926787,-0.0190,-0.0420,1.0053,2026-09-07T14:03:59.546325+00:00
0.254814,2661927836,-0.0298,-0.0415,1.0077,2026-09-07T14:03:59.549134+00:00
0.255847,2661928869,-0.0229,-0.0439,1.0033,2026-09-07T14:03:59.551177+00:00
0.256868,2661929890,-0.0268,-0.0371,1.0043,2026-09-07T14:03:59.554533+00:00
0.257890,2661930912,-0.0264,-0.0429,1.0067,2026-09-07T14:03:59.556209+00:00
0.258911,2661931933,-0.0239,-0.0429,1.0028,2026-09-07T14:03:59.558451+00:00
0.259933,2661932955,-0.0268,-0.0439,1.0033,2026-09-07T14:03:59.560921+00:00
0.260954,2661933976,-0.0268,-0.0488,1.0009,2026-09-07T14:03:59.563455+00:00
0.261976,2661934998,-0.0303,-0.0429,1.0077,2026-09-07T14:03:59.565901+00:00
0.262997,2661936019,-0.0307,-0.0415,1.0038,2026-09-07T14:03:59.568993+00:00
0.264073,2661937095,-0.0259,-0.0434,1.0067,2026-09-07T14:03:59.570561+00:00
0.265097,2661938119,-0.0312,-0.0405,1.0058,2026-09-07T14:03:59.572922+00:00
0.266119,2661939141,-0.0298,-0.0415,1.0067,2026-09-07T14:03:59.575889+00:00
0.267141,2661940163,-0.0254,-0.0395,1.0082,2026-09-07T14:03:59.578075+00:00
0.268163,2661941185,-0.0278,-0.0439,1.0043,2026-09-07T14:03:59.580612+00:00
0.269189,2661942211,-0.0254,-0.0434,1.0048,2026-09-07T14:03:59.582585+00:00
0.270213,2661943235,-0.0259,-0.0464,1.0063,2026-09-07T14:03:59.585098+00:00
0.271235,2661944257,-0.0254,-0.0434,1.0048,2026-09-07T14:03:59.587491+00:00
0.272262,2661945284,-0.0278,-0.0405,1.0116,2026-09-07T14:03:59.589837+00:00
0.273283,2661946305,-0.0273,-0.0439,1.0121,2026-09-07T14:03:59.592196+00:00
0.274305,2661947327,-0.0249,-0.0425,1.0106,2026-09-07T14:03:59.594754+00:00
0.275327,2661948349,-0.0244,-0.0386,1.0106,2026-09-07T14:03:59.597092+00:00
0.276368,2661949390,-0.0259,-0.0390,1.0180,2026-09-07T14:03:59.599539+00:00
0.277401,2661950423,-0.0249,-0.0410,1.0121,2026-09-07T14:03:59.601913+00:00
0.278433,2661951455,-0.0229,-0.0459,1.0155,2026-09-07T14:03:59.604233+00:00
